2,7.3872e+05,1,1,1,4,4,4,119,270,-99,-99,-99,-10000,0
2,7.3872e+05,1,1,2,2,3,3,95,270,67,1,1772.7,2273.4,2273.4
2,7.3872e+05,1,1,3,1,1,1,11,270,67,1,3402.3,0,2273.4
2,7.3872e+05,1,1,4,1,4,4,125,90,78,1,1872.9,1270.8,3544.2
2,7.3872e+05,1,1,5,4,1,1,20,270,67,1,4332.6,0,3544.2
2,7.3872e+05,1,1,6,1,2,2,57,90,-99,-99,-99,-10000,0
2,7.3872e+05,1,1,7,2,1,1,11,270,67,1,1595.3,4046.9,4046.9
2,7.3872e+05,1,1,8,3,4,4,119,90,67,0,2177.8,-10000,0
2,7.3872e+05,1,1,9,2,2,2,57,90,78,1,2255.5,0,0
2,7.3872e+05,1,1,10,4,3,3,81,90,78,1,5276.3,0,0
2,7.3872e+05,1,1,11,2,4,4,125,90,78,1,3790.5,0,0
2,7.3872e+05,1,1,12,1,3,3,95,90,78,1,3573.5,0,0
2,7.3872e+05,1,1,13,4,2,2,65,270,67,1,3853.2,0,0
2,7.3872e+05,1,1,14,3,3,3,81,90,78,1,2137.2,0,0
2,7.3872e+05,1,1,15,3,1,1,20,270,67,1,2370.6,0,0
2,7.3872e+05,1,1,16,3,2,2,65,270,67,1,2210.4,0,0
2,7.3872e+05,1,2,1,4,8,4,119,90,78,1,2400.8,0,0
2,7.3872e+05,1,2,2,4,5,1,20,270,67,1,301.58,1698.4,1698.4
2,7.3872e+05,1,2,3,3,6,2,65,270,67,1,840.04,1160,2858.4
2,7.3872e+05,1,2,4,4,7,3,81,90,78,1,1357.4,642.62,3501
2,7.3872e+05,1,2,5,1,6,2,57,90,78,1,934.15,10658,14159
2,7.3872e+05,1,2,6,2,8,4,125,90,78,1,1054.3,9457.3,23617
2,7.3872e+05,1,2,7,1,5,1,11,270,78,0,1834.4,-10000,13617
2,7.3872e+05,1,2,8,3,7,3,81,270,67,1,1816.1,183.92,13801
2,7.3872e+05,1,2,9,3,8,4,119,90,78,1,2005.7,0,13801
2,7.3872e+05,1,2,10,2,5,1,11,90,78,1,708.52,12915,26715
2,7.3872e+05,1,2,11,2,6,2,57,270,67,1,1574.5,4254.7,30970
2,7.3872e+05,1,2,12,3,5,1,20,90,78,1,1974.2,25.811,30996
2,7.3872e+05,1,2,13,1,8,4,125,270,78,0,1902.3,-10000,20996
2,7.3872e+05,1,2,14,2,7,3,95,270,67,1,928.8,10712,31708
2,7.3872e+05,1,2,15,4,6,2,65,90,78,1,1601.9,398.1,32106
2,7.3872e+05,1,2,16,1,7,3,95,270,67,1,1672.8,3271.5,35378
2,7.3872e+05,1,3,1,3,9,1,20,90,67,0,2028.6,-10000,25378
2,7.3872e+05,1,3,2,2,12,4,125,90,78,1,1665.9,3341.2,28719
2,7.3872e+05,1,3,3,2,9,1,11,90,78,1,2077.5,0,28719
2,7.3872e+05,1,3,4,3,10,2,65,270,67,1,1457,543.01,29262
2,7.3872e+05,1,3,5,3,11,3,81,90,78,1,1253.4,746.62,30008
2,7.3872e+05,1,3,6,1,12,4,125,270,67,1,1754,2460.5,32469
2,7.3872e+05,1,3,7,4,11,3,81,270,78,0,2369.5,-10000,22469
2,7.3872e+05,1,3,8,1,10,2,57,90,78,1,1017,9829.7,32298
2,7.3872e+05,1,3,9,4,12,4,119,90,78,1,1774.9,225.06,32524
2,7.3872e+05,1,3,10,4,9,1,20,270,78,0,2110.9,-10000,22524
2,7.3872e+05,1,3,11,3,12,4,119,90,78,1,2673,0,22524
2,7.3872e+05,1,3,12,1,11,3,95,270,67,1,2388.8,0,22524
2,7.3872e+05,1,3,13,4,10,2,65,270,67,1,1930.6,69.404,22593
2,7.3872e+05,1,3,14,2,11,3,95,90,78,1,1291.7,7083.5,29676
2,7.3872e+05,1,3,15,2,10,2,57,270,67,1,1302.9,6971.2,36648
2,7.3872e+05,1,3,16,1,9,1,11,270,67,1,1673.8,3262.4,39910
2,7.3872e+05,1,4,1,2,16,4,125,90,78,1,941.48,10585,50495
2,7.3872e+05,1,4,2,3,13,1,20,270,67,1,1198.7,801.27,51296
2,7.3872e+05,1,4,3,1,15,3,95,270,78,0,2037.7,-10000,41296
2,7.3872e+05,1,4,4,4,14,2,65,270,67,1,986.84,1013.2,42310
2,7.3872e+05,1,4,5,1,13,1,11,90,78,1,1322.2,6777.9,49088
2,7.3872e+05,1,4,6,2,15,3,95,90,78,1,1332,6680,55767
2,7.3872e+05,1,4,7,1,16,4,125,90,78,1,1477.4,5226.4,60994
2,7.3872e+05,1,4,8,3,14,2,65,270,67,1,2280.4,0,60994
2,7.3872e+05,1,4,9,3,15,3,81,90,78,1,1500.4,499.57,61494
2,7.3872e+05,1,4,10,3,16,4,119,270,67,1,1566.1,433.89,61927
2,7.3872e+05,1,4,11,1,14,2,57,270,67,1,1700.9,2991.1,64918
2,7.3872e+05,1,4,12,4,15,3,81,90,78,1,1189.9,810.06,65729
2,7.3872e+05,1,4,13,4,13,1,20,90,78,1,1485.4,514.56,66243
2,7.3872e+05,1,4,14,2,14,2,57,90,67,0,2104.5,-10000,56243
2,7.3872e+05,1,4,15,2,13,1,11,270,67,1,922.08,10779,67022
2,7.3872e+05,1,4,16,4,16,4,119,270,67,1,1267.6,732.37,67755
2,7.3872e+05,1,5,1,4,18,2,65,270,78,0,3184.4,-10000,57755
2,7.3872e+05,1,5,2,1,20,4,125,270,67,1,1975,249.77,58004
2,7.3872e+05,1,5,3,4,17,1,20,90,67,0,2797.3,-10000,48004
2,7.3872e+05,1,5,4,1,19,3,95,270,67,1,1851.9,1480.8,49485
2,7.3872e+05,1,5,5,1,18,2,57,90,78,1,1512.6,4873.5,54359
2,7.3872e+05,1,5,6,4,20,4,119,270,67,1,994.54,1005.5,55364
2,7.3872e+05,1,5,7,3,18,2,65,270,67,1,2617.3,0,55364
2,7.3872e+05,1,5,8,4,19,3,81,90,78,1,767.66,1232.3,56597
2,7.3872e+05,1,5,9,2,17,1,11,270,67,1,1573.4,4266.4,60863
2,7.3872e+05,1,5,10,3,20,4,119,270,67,1,1380.1,619.9,61483
2,7.3872e+05,1,5,11,1,17,1,11,90,78,1,987.55,10125,71607
2,7.3872e+05,1,5,12,2,19,3,95,90,78,1,1922.8,771.5,72379
2,7.3872e+05,1,5,13,2,18,2,57,90,78,1,2188.6,0,72379
2,7.3872e+05,1,5,14,3,19,3,81,90,78,1,1338.2,661.76,73041
2,7.3872e+05,1,5,15,3,17,1,20,90,78,1,3587.9,0,73041
2,7.3872e+05,1,5,16,2,20,4,125,270,67,1,3514.9,0,73041
2,7.3872e+05,1,6,1,2,22,2,57,270,67,1,2305.2,0,73041
2,7.3872e+05,1,6,2,4,24,4,119,270,67,1,979.67,1020.3,74061
2,7.3872e+05,1,6,3,1,21,1,11,270,67,1,4483.3,0,74061
2,7.3872e+05,1,6,4,1,24,4,125,90,78,1,1765.9,2340.5,76402
2,7.3872e+05,1,6,5,4,22,2,65,270,67,1,1156.8,843.23,77245
2,7.3872e+05,1,6,6,1,23,3,95,90,78,1,3389.4,0,77245
2,7.3872e+05,1,6,7,2,24,4,125,90,78,1,3252.5,0,77245
2,7.3872e+05,1,6,8,3,21,1,20,270,67,1,1160.9,839.14,78084
2,7.3872e+05,1,6,9,3,23,3,81,90,78,1,1577.6,422.44,78506
2,7.3872e+05,1,6,10,3,24,4,119,270,67,1,1609.6,390.41,78897
2,7.3872e+05,1,6,11,1,22,2,57,270,67,1,1263.7,7362.7,86259
2,7.3872e+05,1,6,12,2,21,1,11,90,78,1,1090.3,9096.5,95356
2,7.3872e+05,1,6,13,2,23,3,95,90,78,1,974.16,10258,1.0561e+05
2,7.3872e+05,1,6,14,3,22,2,65,270,67,1,1966.1,33.933,1.0565e+05
2,7.3872e+05,1,6,15,4,21,1,20,90,78,1,1077.8,922.24,1.0657e+05
2,7.3872e+05,1,6,16,4,23,3,81,90,78,1,3145.7,0,1.0657e+05
2,7.3872e+05,1,7,1,1,25,1,11,90,78,1,706.1,12939,1.1951e+05
2,7.3872e+05,1,7,2,4,27,3,81,270,67,1,1196.9,803.07,1.2031e+05
2,7.3872e+05,1,7,3,3,25,1,20,90,78,1,2099.2,0,1.2031e+05
2,7.3872e+05,1,7,4,4,28,4,119,270,67,1,1902,98.05,1.2041e+05
2,7.3872e+05,1,7,5,4,26,2,65,270,67,1,1920.6,79.386,1.2049e+05
2,7.3872e+05,1,7,6,2,27,3,95,270,67,1,970.39,10296,1.3079e+05
2,7.3872e+05,1,7,7,3,26,2,65,90,78,1,1161,838.98,1.3163e+05
2,7.3872e+05,1,7,8,2,25,1,11,90,78,1,601.73,13983,1.4561e+05
2,7.3872e+05,1,7,9,1,28,4,125,270,67,1,1648.4,3516.5,1.4912e+05
2,7.3872e+05,1,7,10,3,27,3,81,270,67,1,845.01,1155,1.5028e+05
2,7.3872e+05,1,7,11,2,28,4,125,90,78,1,4616.8,0,1.5028e+05
2,7.3872e+05,1,7,12,2,26,2,57,270,67,1,1591.3,4086.8,1.5437e+05
2,7.3872e+05,1,7,13,1,27,3,95,90,78,1,1661.2,3388.4,1.5775e+05
